#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2024-12-11T19:44:58 [V7.4.2]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2024-12-11T19:44:58   Query execution date
#INFO request=https://vizier.cfa.harvard.edu/viz-bin/asu-txt?-oc.form=sexa&-out.max=99999&-source=J/A+A/605/A103/hd20794&-order=I&-out=RJD&-out=RV&-out=e_RV&-out=BIS&-out=FWHM&-out=Halpha&-out=logR&apos;(HK)&-#out=NaD1&-out=NaD2&-out=3AP2-1&-out=3AP3-2&-out=6AP2-1&-out=6AP3-2&-out=6AP4-3&-out=6AP5-4&-out=6AP6-5&-out=9AP2-1&-out=9AP3-2&-out=9AP4-3&-out=9AP5-4&-out=9AP6-5&-out=9AP7-6&-out=9AP8-7&-out=9AP9-8&   Full request #URL (POST)
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=7.4.2   Software version
#INFO publisher=CDS   Data centre that produced the VOTable

#RESOURCE=yCat_36050103
#Name: J/A+A/605/A103
#Title: HD20794 HARPS radial velocities (Feng+, 2017)
#INFO ivoid=ivo://cds.vizier/j/a+a/605/a103     IVOID of underlying data collection     
#INFO creator=Feng F.     First author or institution     
#INFO cites=bibcode:2017A&A...605A.103F     Article or Data origin sources     
#INFO editor=Astronomy and Astrophysics     Editor name (article)     
#INFO original_date=2017     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/605/A103     Dataset landing page     
#INFO citation=doi:10.26093/cds/vizier.36050103     Dataset identifier that can be used for citation     
#INFO publication_date=2017-09-18     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Table J_A_A_605_A103_hd20794:
#Name: J/A+A/605/A103/hd20794
#Title: HARPS radial velocities for HD20794 and corresponding noise proxies
#---Details of Columns:
#    RJD (d)      (F11.5) Reduced Julian Date (JD-2400000) [ucd=time.epoch]
#    RV (m/s)     (F9.5)  Radial velocity variation [ucd=phys.veloc;arith.diff]
#    e_RV (m/s)   (F8.5)  rms uncertainty on radial velocity [ucd=stat.error]
#    BIS (m/s)    (F9.5)  Bisector span of the cross-correlation function [ucd=phys.veloc]
#    FWHM (km/s)  (F8.5)  Cross-correlation function (CCF) FWHM [ucd=spect.line.width]
#    Halpha       (F8.5)  Activity index H-alpha [ucd=spect.index;em.line.Halpha]
#    logR'(HK)    (F8.5)  Activity index logR'(HK) [ucd=meta.code;spect.index;em.opt.R]
#    NaD1         (F8.5)  Activity index Sodium NaD1 [ucd=spect.index]
#    NaD2 (m/s)   (F8.5)  Activity index Sodium NaD2 [ucd=spect.index]
#    3AP2-1 (m/s) (F8.5)  Differential radial velocity 3AP2-1 [ucd=phys.veloc;arith.diff]
#    3AP3-2 (m/s) (F8.5)  Differential radial velocity 3AP3-2 [ucd=phys.veloc;arith.diff]
#    6AP2-1 (m/s) (F8.5)  Differential radial velocity 6AP2-1 [ucd=phys.veloc;arith.diff]
#    6AP3-2 (m/s) (F8.5)  Differential radial velocity 6AP3-2 [ucd=phys.veloc;arith.diff]
#    6AP4-3 (m/s) (F8.5)  Differential radial velocity 6AP4-3 [ucd=phys.veloc;arith.diff]
#    6AP5-4 (m/s) (F8.5)  Differential radial velocity 6AP5-4 [ucd=phys.veloc;arith.diff]
#    6AP6-5 (m/s) (F8.5)  Differential radial velocity 6AP6-5 [ucd=phys.veloc;arith.diff]
#    9AP2-1 (m/s) (F8.5)  Differential radial velocity 9AP2-1 [ucd=phys.veloc;arith.diff]
#    9AP3-2 (m/s) (F8.5)  Differential radial velocity 9AP3-2 [ucd=phys.veloc;arith.diff]
#    9AP4-3 (m/s) (F8.5)  Differential radial velocity 9AP4-3 [ucd=phys.veloc;arith.diff]
#    9AP5-4 (m/s) (F8.5)  Differential radial velocity 9AP5-4 [ucd=phys.veloc;arith.diff]
#    9AP6-5 (m/s) (F8.5)  Differential radial velocity 9AP6-5 [ucd=phys.veloc;arith.diff]
#    9AP7-6 (m/s) (F8.5)  Differential radial velocity 9AP7-6 [ucd=phys.veloc;arith.diff]
#    9AP8-7 (m/s) (F8.5)  Differential radial velocity 9AP8-7 [ucd=phys.veloc;arith.diff]
#    9AP9-8 (m/s) (F9.5)  Differential radial velocity 9AP9-8 [ucd=phys.veloc;arith.diff]
#----------- --------- -------- --------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- #---------
#                      e_                 FWH               l                 Na       3AP2     3AP3     6AP2     6AP3     6AP4     6AP5     6AP6     9AP2     9AP3     9AP4     9AP5     9AP6     9AP7     9AP8     #9AP      
#RJD (d)     RV (m/s)  RV (m/s) BIS (m/s) M (km/s) Halpha   ogR'(HK) NaD1     D2 (m/s) -1 (m/s) -2 (m/s) -1 (m/s) -2 (m/s) -3 (m/s) -4 (m/s) -5 (m/s) -1 (m/s) -2 (m/s) -3 (m/s) -4 (m/s) -5 (m/s) -6 (m/s) -7 (m/s) #9-8 (m/s)
#----------- --------- -------- --------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- #---------
RJD RV e_RV BIS FWHM Halpha logR'(HK) NaD1 NaD2 3AP2-1 3AP3-2 6AP2-1 6AP3-2 6AP4-3 6AP5-4 6AP6-5 9AP2-1 9AP3-2 9AP4-3 9AP5-4 9AP6-5 9AP7-6 9AP8-7 9AP9-8
55582.55649  -3.63026  0.44934 -42.13140  6.39644  0.16400  0.96467  0.70663  0.49079  2.24671  0.86103 -1.74467  2.49642  0.28796 -0.45612  3.33030  0.34825 -0.27439  2.17808 -0.64554  1.65685 -0.83276  2.27848  -1.47800
55582.55722  -3.19273  0.44741 -39.90256  6.39619  0.16234  0.96474  0.70694  0.49117  0.65174  0.62676  0.01895  0.94955 -0.55244 -0.15491  2.91496 -1.39646 -0.74891  0.80424 -0.29677  1.37649 -1.49819  2.39479   1.36827
55582.55796  -4.50950  0.44548 -41.52292  6.39529  0.16409  0.96421  0.70721  0.48948  1.55640  1.17062 -2.13588  1.86910  0.34901 -0.17007  3.33217 -2.62175 -0.43083  2.37428  0.29402 -1.70943  1.22269  1.65919   1.22182
55582.55869  -3.58583  0.44441 -41.41566  6.39494  0.16385  0.96469  0.70746  0.48971  1.36662  0.56386  0.00521  1.02356  0.63505 -0.96280  3.51210 -0.95200  1.58485  0.97090 -0.91169  1.21657 -1.21196  2.76292   0.06235
55582.55942  -2.63603  0.44775 -42.15032  6.39544  0.16562  0.96603  0.70688  0.48953 -0.33543  1.50186  0.68431 -0.28725 -0.38449 -0.42606  5.99243 -1.55773  2.26148 -0.36093 -0.79188 -0.70449 -0.47405  5.17683   2.02853
55582.56014  -4.41574  0.45606 -41.84444  6.39101  0.16393  0.96565  0.70579  0.49006  1.02289  2.84518 -3.03811  1.89890 -0.29965  1.11060  5.24537 -2.36325 -0.74784  1.69785  0.37975 -1.13653  1.64536  2.02420   5.50082
55582.56087  -4.37124  0.47009 -41.73718  6.39449  0.16468  0.96638  0.70498  0.48973  3.46813  1.44681  2.84441  3.64785 -1.54546  0.24276  5.30464  1.96796  1.09547  3.77565 -2.77488  2.64112 -1.81091  4.64794   1.56604
55582.56163  -4.63077  0.46192 -42.19970  6.39432  0.16365  0.96694  0.70643  0.48919  1.55595  3.64718 -0.63089  1.35820  0.63764  2.45595  2.53491  1.23382 -0.59532  2.29372 -1.62169  1.37502  2.28845  1.92197   0.66795
55582.56234  -3.24136  0.46363 -42.74654  6.39576  0.16248  0.96750  0.70804  0.49152 -1.34430  1.48819 -0.36188 -0.63742 -1.14805  0.19216  5.05966 -6.38201  2.19394 -0.31415 -3.74119  3.29287 -2.34905  6.69953  -1.42776
55582.56307  -5.01001  0.46562 -43.05758  6.39551  0.16522  0.96586  0.70665  0.49076  1.01845  3.40717  1.38455  1.00167 -0.56457  3.65006  0.03885 -3.46990  1.54626  0.36259 -0.27175  1.43466  2.40527  0.22284   0.36114
55582.56381  -5.42145  0.55145 -42.19028  6.39186  0.16473  0.96777  0.70741  0.48885  0.75274  2.22771  1.96611  1.38934 -2.07791  1.51892  4.42034 -0.50222 -0.26485  2.73894 -3.73174  1.89357 -0.19408  4.58001   1.17837
55582.56454  -3.32028  0.58633 -42.10194  6.39898  0.16386  0.96412  0.70523  0.48971  2.39820  1.48862  0.77941  1.88803  0.60276  0.48793  1.85048  5.39248 -1.88895  2.17618 -0.33892  2.09356 -0.48364  1.17068   0.78612
55582.56527  -2.40659  0.47066 -43.09765  6.39470  0.16399  0.96593  0.70788  0.48885  1.11299  2.70973  1.35779  1.48249 -1.27105  1.67317  4.48248  1.73399 -0.90104  2.46332 -2.67645  1.91338 -0.57024  6.05858   0.28289
55582.56601  -4.99641  0.46667 -42.11074  6.39576  0.16344  0.96750  0.70833  0.48921  2.21373  4.37780  0.01999  1.85058  0.65636  3.74369  0.92547  0.76257  1.50154  2.18055 -1.79867  1.52724  4.50745 -0.73422  -1.11086
55582.56674  -4.42736  0.46401 -43.08688  6.39584  0.16437  0.96665  0.70693  0.48981  1.07841  1.52207 -3.90677  1.00589  1.86956  1.80132 -3.17549 -5.72812 -0.04442  0.61398  1.41622  0.20851  1.82525 -1.56010  -1.11469
55582.56746  -3.06856  0.45580 -43.31902  6.39836  0.16457  0.96735  0.70724  0.48999  0.31956  1.34951 -1.49089  1.32774 -1.22762  0.01018  5.37006  1.77438 -1.94395  2.03401 -2.26034  1.25898 -2.03203  7.20292  -0.36284
55582.56819  -2.77526  0.46539 -42.18546  6.39614  0.16468  0.96687  0.70831  0.49097  0.07226  2.51892  1.14763  0.12601 -0.60084  1.97825  2.26515 -4.21597  1.96929  0.66867 -0.91001 -1.20851  2.67443  0.55615   4.12913
55582.56892  -3.21636  0.46792 -44.17202  6.39412  0.16411  0.96652  0.70733  0.49045  1.81893 -0.00662  0.87880  1.48483  0.24568 -2.69475  7.13433  3.98569 -2.03062  2.39628 -0.78991  1.27070 -3.82407  6.53604   1.03982
55582.56966  -3.66529  0.46498 -43.54578  6.39527  0.16315  0.96664  0.70767  0.49051  0.39280  3.07891  0.79150 -0.35211  1.02819  0.34181  6.23242 -2.96299  2.58560 -0.73885 -0.18327  1.32213  0.38592  1.65143   6.83818
55582.57389  -6.07943  0.45920 -43.05787  6.39357  0.16388  0.96520  0.70968  0.48761  4.23572  5.21629 -0.05547  2.56086  3.10937  2.46278  3.73829 -5.14464  3.53602  1.99342 -0.06702  3.69136  2.16078 -0.61507   6.15521
55582.57463  -2.20660  0.45773 -41.10484  6.39620  0.16429  0.96648  0.70757  0.48874  1.50353  0.19071 -1.52886  1.94852 -0.14296 -2.02878  6.30326 -3.72964  0.85907  2.50444 -1.94518  0.81623 -2.18981  5.54492  -0.88183
55582.57537  -3.39395  0.44174 -40.91992  6.39503  0.16365  0.96548  0.70694  0.48688  2.06397  1.66954  0.52165  2.11049 -0.31052  1.45893  0.99656  2.05134  2.28865  1.63338 -1.80485  1.35300 -0.24336  3.19976   0.86577
55582.57609  -3.27093  0.44589 -42.36344  6.39546  0.16355  0.96783  0.70799  0.48816  2.04403  0.97641  0.26560  1.13705  1.58414 -1.61820  5.21422 -0.80481  3.28160 -0.24915  1.14576  0.64281 -1.85433  2.73270   4.77124
55582.57684  -3.81905  0.44803 -43.42405  6.39737  0.16307  0.96696  0.70867  0.48808  3.41411  0.37904 -1.13070  3.72592 -0.08649 -1.32400  4.89151  2.98857 -1.90885  3.01074  1.68499 -0.56041 -1.62679  3.08221   2.33688
55582.57758  -2.68855  0.45264 -42.07999  6.39497  0.16524  0.96790  0.70889  0.48894  1.42390  1.29175 -1.83601  1.71864  0.23064  0.01886  3.31123 -3.48290 -0.13080  1.72055 -0.56936  1.27544 -0.83092  1.33025   5.57941
55582.57831  -3.59590  0.43212 -43.72116  6.39443  0.16380  0.96641  0.70969  0.48816  1.49458  3.16462  5.06823  0.31711 -0.01178  1.86072  3.69145  4.83563  3.03139 -1.30859  2.45916 -1.54615  1.81335  3.42463  -0.28599
55582.57906  -4.32220  0.45351 -41.64375  6.39688  0.16318  0.96724  0.71102  0.48632  3.18051  3.44315 -3.27130  3.45895  0.88977  1.51351  4.23948  1.36655 -0.39810  3.34534 -0.20642  0.03719  1.48825  3.30886   2.76723
55582.57978  -5.44034  0.44744 -43.40909  6.39627  0.16459  0.96573  0.70988  0.48737  3.48684  4.24596 -0.08060  3.22737  0.51731  1.62614  6.67203 -0.17268 -2.18818  3.95135  0.16867  1.00594  0.73771  4.41975   4.62186
55582.58052  -5.00741  0.45344 -42.58928  6.39524  0.16472  0.96636  0.70760  0.48825  4.13516  1.57199  0.08409  3.10353  1.86249  0.17732  1.52943 -3.35222  2.52910  2.56288  0.61595  1.13883 -0.09769  2.45790  -2.64692
55582.58127  -2.97404  0.45064 -41.98529  6.39668  0.16511  0.96733  0.70993  0.48855  2.48727  4.86664  0.17552  1.06083  2.57141  3.69364 -0.03742 -2.53104  0.90675  1.45771  0.20704  2.13620  2.65180  1.23764   1.11884
55582.58199  -2.95191  0.45279 -42.20929  6.39542  0.16391  0.96878  0.70881  0.49028  4.15713  3.02038  0.26013  4.15959 -0.11752  3.01983  0.15425 -0.58845 -0.30034  4.57257 -0.63649  0.54264  2.71901  0.31330   0.10860
55582.58270  -4.10921  0.47041 -41.91856  6.39661  0.16488  0.96724  0.70883  0.48868  3.03681  4.64713  0.52764  1.90385  1.88069  3.84134 -0.17897  0.02393  0.07689  2.79952  0.09506  0.40246  4.34188 -0.32331   1.00902
55582.58345  -5.07328  0.46811 -42.29631  6.39453  0.16494  0.96598  0.70986  0.48814  3.51136  3.37314  4.09354  2.15792  0.76914  1.74434  3.56403  2.79361  3.60877  1.24218  0.97814 -0.38342  1.25466  5.02440  -1.96707
55582.58419  -2.97712  0.46086 -42.60167  6.39616  0.16517  0.96723  0.70834  0.48641  2.97157  0.91855 -1.07383  2.00663  2.23606 -0.79955  1.94706 -3.19302  1.97721  1.70078 -0.52963  3.14664 -2.60038  4.88304  -4.10915
55582.58493  -1.11431  0.46358 -42.54384  6.39761  0.16294  0.96728  0.70783  0.48764  4.80782  0.78138  1.65168  5.80154 -2.58276  0.65495  3.66977  2.77458 -2.99833  7.20376 -2.02092 -0.12407 -0.70039  6.40067  -4.91443
55582.58568  -4.03307  0.45816 -40.94675  6.39573  0.16383  0.96683  0.70859  0.48689  2.01663  2.09411 -0.59879  1.41616  1.36513 -0.25801  4.80410 -0.27804  0.32060  1.42837 -0.02009  1.40128 -0.46354  2.93771   1.71421
55582.58641  -4.44239  0.46155 -42.66111  6.39673  0.16402  0.96860  0.70791  0.48726  3.06190  4.57626  2.30393  2.26077  0.47118  4.39263 -0.09812  3.42654  1.32900  1.76142  0.37045  0.49603  3.84748  1.79666  -3.60239
55582.58714  -3.66211  0.45268 -40.88409  6.39476  0.16395  0.96891  0.70873  0.48835  1.56381  2.16278  0.17248  1.48781  0.06416  1.18046  2.64691  1.64131  0.47185  1.13047  0.03243  0.15468  1.69840  0.08880   1.99464
55582.58789  -2.89173  0.46731 -43.58598  6.39431  0.16423  0.96899  0.70831  0.48737  2.91951  1.45210  3.90047  1.65799  0.61661  0.82779  0.94284 -1.66321  3.87709  0.99095  0.40097  0.53308  1.00383  1.29709  -4.02628
55582.58863  -2.74297  0.46148 -41.92514  6.39551  0.16433  0.96858  0.70733  0.48805  2.10047  2.54709  4.26970  0.48792  1.11863  1.69945  0.91601  1.02843  4.02804 -0.81640  2.96220 -2.43497  2.04791  2.79899  -1.36990
55582.58935  -4.87189  0.45504 -41.63782  6.39584  0.16528  0.96844  0.70527  0.48697  3.50439  2.11679  0.32444  2.79989  1.16516 -0.09507  4.65659  0.91941 -0.71380  2.89590  1.46966 -0.45851 -0.17056  4.25591   0.57697
55582.59008  -3.65863  0.46619 -41.52950  6.39602  0.16467  0.96905  0.70717  0.48785  2.01078  3.24257  1.48308  2.55361 -1.65712  3.30372  1.93720  3.73987 -0.46473  3.31348 -1.84158 -0.65749  2.52763  5.17503  -4.24749
55582.59080  -4.00413  0.46838 -42.43865  6.39352  0.16479  0.96851  0.70771  0.48821  3.38715  3.08359  5.13522  1.66013  0.96097  0.81569  5.03382  0.39942  4.50973  1.21645 -0.86535  2.33932 -1.10179  5.62515   1.73974
55582.59155  -4.53726  0.50190 -44.38634  6.39618  0.16356  0.96961  0.70607  0.48726  5.49853  1.06028  4.07090  4.13480  0.78992 -0.07308  2.05997  7.74879  1.65458  5.18591 -3.33785  3.32347 -1.28258  3.23638  -1.71705
55582.59230  -4.12424  0.49594 -41.02977  6.39590  0.16479  0.97034  0.70803  0.48726  2.59170  1.88629  2.73280  1.75947  0.35214  1.08324  1.72610  2.15507  2.64583  1.55653 -1.81904  2.68882 -1.01461  3.66583  -0.06148
55582.59300  -4.40126  0.48065 -43.80582  6.39669  0.16467  0.97059  0.70703  0.48530  1.29962  3.48289  0.79728  0.94446  0.30806  2.97012  1.00721 -1.91230  1.93294  1.18403 -1.86763  2.08380  1.99410  1.03331   1.59266
55582.59374  -3.08310  0.50641 -42.41483  6.39799  0.16353  0.96934  0.70726  0.48891  2.90352  2.80526 -0.89415  3.13386 -0.03515  3.12441 -0.81850 -4.66606  2.74590  2.58017  0.00076 -1.13230  2.89965  3.66105  -6.79378
55582.59447  -2.81244  0.51346 -44.38034  6.39522  0.16394  0.96907  0.70569  0.49107  3.20625  1.63759  2.84858  1.95528  1.08115  1.06254  0.20575 -2.34819  4.63699  0.50014  1.42259  0.10438  2.00456 -2.45484   1.69671
55582.59520  -3.60437  0.51613 -43.37180  6.39733  0.16512  0.97055  0.70769  0.48838  1.67754  2.41679  0.51843  1.74786 -0.35390  2.78268 -0.54539 -1.41940  0.81658  2.05554 -2.04432  2.22108  1.52241  0.74777  -1.36173
55582.59847  -4.36170  0.50369 -43.14890  6.39669  0.16325  0.96865  0.70767  0.48887  4.36530  1.59886  1.49441  4.64653 -1.11601  2.62512 -1.41689  4.95632  0.92964  4.95925 -2.54913  0.93722  1.43617  0.18439   1.76988
55582.59919  -4.02720  0.50493 -40.69251  6.39769  0.16474  0.96834  0.70804  0.48914  0.88543  0.04405 -0.89786  1.07064  0.02400 -0.70618  1.97066 -2.95718  1.85012  1.03414 -1.98325  1.94366 -1.05766  0.35110   1.88813
55582.59995  -7.86896  0.49273 -41.99455  6.39581  0.16403  0.96901  0.70938  0.48856  6.38899  1.81224  1.53814  5.89645  0.25854  0.97687  1.97584 -5.39555  4.88986  4.30039  0.68374  0.28003  1.86205 -1.65270   2.02342
55582.60066  -6.35648  0.49736 -42.85399  6.39634  0.16306  0.96867  0.70637  0.48918  4.41325  2.60805 -0.34989  4.68037 -0.33925  1.91007  2.29551  2.21132  3.13862  3.73727 -2.34660  2.15810  1.10669  1.71333   0.32083
55582.60141  -4.42781  0.50155 -43.10284  6.39816  0.16407  0.96784  0.70830  0.48848  2.93827  3.98052 -0.55887  2.39461  1.24671  3.87919 -1.25900 -3.04938  0.58964  3.06898 -1.13691  1.89393  3.52678  0.86227  -4.87088
55582.60214  -6.31902  0.51944 -42.79566  6.39666  0.16253  0.96799  0.70737  0.48812  1.87764  5.76646 -0.00697  0.53404  2.45658  4.10861  1.45932 -5.55253  2.25293  0.79181 -0.90365  3.52426  3.11044  1.52389  -0.35065
55582.60287  -6.00217  0.52401 -43.50576  6.39781  0.16266  0.96839  0.70888  0.48754  2.56052  4.12760  6.86176  0.44678  1.03552  3.53564  0.33003  1.70242  6.23259 -0.01094 -0.61468  0.80226  3.40739  1.94158  -3.12628
55582.60363  -5.14025  0.52004 -41.11646  6.39501  0.16230  0.96809  0.70785  0.48914  2.44155  1.22366  7.90298  0.86159 -0.37525  1.04504  0.91712  1.20612  7.03450 -0.02611 -1.98296  2.27074  0.50964  0.12891  -0.89524
55582.60437  -5.48116  0.53069 -43.40610  6.39600  0.16197  0.96719  0.70720  0.48904  3.44494  4.84163  1.18185  4.40601 -2.21625  4.58309  3.24746  5.06194  0.53766  4.06574 -2.22947  0.62889  4.19235  2.10676  -0.43882
55582.60511  -4.65750  0.55733 -40.63325  6.39986  0.16502  0.96731  0.70872  0.48964  3.06062  2.13920  2.67828  1.64664  1.40582  0.75122  1.90466  1.90688  5.66679  0.10293 -1.64219  4.06304 -1.28755  1.86281   2.34952
55582.60580  -4.84270  0.52245 -42.33762  6.39956  0.16347  0.96687  0.70958  0.48544  2.16407  2.23125  5.77673  0.51125  0.47340 -0.10003  5.56292  1.06830  3.48094  0.62780 -0.12495  0.08690  1.26775 -0.54238   6.91855
55582.60658  -5.10496  0.53728 -40.93687  6.40032  0.16199  0.96827  0.70693  0.49035  2.42121  4.10654 -1.06611  2.54344  0.22538  4.19264 -0.49730 -4.51849  0.56525  2.09599  0.00930  1.39022  3.74751 -2.72415   4.51317
55582.60728  -3.58529  0.52235 -43.62483  6.39748  0.16507  0.96924  0.71047  0.48792  0.80678  1.71162  0.61152  0.94676 -0.50220  0.32065  4.26587 -4.08104  0.87576  1.01129 -0.06792 -0.43970 -0.23771  4.28157   0.83916
55582.60802  -3.78363  0.52057 -43.67203  6.39827  0.16323  0.96806  0.70837  0.48681  1.45287  1.32315 -1.72866  2.24981 -0.72337 -0.27432  5.12554  1.53024  0.81650  0.70542  1.12558 -1.35986  0.04675  1.47177   6.24231
55582.60878  -5.80341  0.53398 -42.58326  6.39595  0.16411  0.96929  0.70684  0.49137  3.36652  5.22555  0.87770  4.33117 -2.07993  6.21396 -0.17377  1.20141  0.39706  4.22152 -0.96129 -1.26034  5.95483  1.05213  -0.83486
55582.60952  -5.00204  0.51708 -43.93705  6.39614  0.16371  0.96738  0.70862  0.48928  2.55298  3.09787  3.54141  2.66277 -1.64634  2.74437  2.87152  5.76420  2.69674  1.89636 -0.17745 -2.28210  2.07708  5.81574  -1.70590
55582.61025  -5.81631  0.52523 -39.45389  6.39598  0.16374  0.96712  0.70840  0.48972  6.63039  2.22724 -0.75181  6.06293  1.31643  1.07221  1.51842  5.34709  1.56110  5.09074 -0.70495  2.53910  0.14475 -0.65030   5.78236
55582.61099  -4.63216  0.51515 -40.46848  6.39771  0.16282  0.96745  0.70760  0.49039  1.91705  3.20475 -1.85421  1.99267  0.62320  2.91251  0.04070  1.62380 -1.75570  3.50555 -2.83043  2.54625  1.28843  4.98787  -7.01010
55582.61173  -5.64117  0.52354 -40.80623  6.39691  0.16302  0.96849  0.70737  0.48607  2.60462  2.35932  0.93974  2.02411  0.67401  0.37650  4.51358  5.12628  0.35004  0.99771  1.72335 -0.38737 -0.38258  4.55891   1.34746
55582.61246  -6.87803  0.49824 -42.33977  6.39344  0.16409  0.96752  0.70688  0.48813  2.57790  3.34662  1.99688  1.29025  1.52678  1.51027  3.08861  0.54394  1.07973  2.48912 -0.89780  0.57198  1.98136  4.14530  -4.19270
55582.61319  -3.07066  0.52642 -43.64376  6.39773  0.16255  0.96753  0.70769  0.48924 -0.95570  5.51543 -3.16613 -0.56481  0.58781  3.82873  3.76013 -3.46347  0.06525 -0.60280 -2.14911  3.77564  1.73777  4.72075  -1.37961
55582.61393  -5.71404  0.51983 -39.17568  6.39782  0.16637  0.96819  0.70808  0.49025  2.21029  3.21465  2.32408  1.95515 -0.47035  1.51184  5.05640  2.25705  3.15543 -0.39456  1.19375  0.85492  0.46291  2.82969   2.57815
55582.61465  -5.39681  0.53448 -40.60857  6.39798  0.16466  0.96809  0.70912  0.48708  1.09932  3.79727  2.44246  0.26900  0.51206  3.22341  0.88465  1.40409 -0.49949  1.69515 -1.16719  0.77897  2.94110  2.26121  -2.21038
55582.61541  -7.18907  0.53531 -41.31408  6.39373  0.16548  0.96791  0.70756  0.48900  3.30366  3.46999  4.28554  1.27233  1.89593  2.02058  1.55088 -0.58073  3.13732  0.56962  2.96865 -1.47828  2.56950  2.11761  -0.87641
55582.61614  -3.00688  0.50207 -42.84672  6.39817  0.16324  0.96936  0.70927  0.48937  2.01392  3.32999 -1.09545  1.38162  1.60954  2.10552  1.33619 -3.53368  1.92630  0.52230  1.62480 -0.22289  2.61520 -0.50275   3.40188
55582.61688  -3.69892  0.48933 -41.46027  6.39759  0.16265  0.96712  0.70831  0.49149  3.62018  0.28810 -1.39643  3.79330  0.23859 -0.70926  2.41549 -2.67494  0.54219  3.57297 -0.23765  0.58802 -1.62820  4.17096  -2.23475
55582.61761  -6.24513  0.49669 -42.74830  6.39696  0.16226  0.96812  0.70775  0.48797  3.21240  2.21684  4.39161  1.29564  1.67333  0.65556  2.18837  7.49465  4.98440  0.18001 -0.65129  2.27102 -1.03456  5.73966  -4.55811
55582.61835  -5.81485  0.48601 -42.47654  6.39656  0.16399  0.96781  0.70886  0.48955  3.64352  3.71214 -2.46940  4.28033 -0.13439  2.39490  3.75226 -1.74538  0.97546  4.83546 -3.56549  2.68668  1.01817  5.23681  -2.17898
55582.61906  -5.07297  0.52127 -44.86561  6.39529  0.16493  0.97015  0.70822  0.48884  3.63622  3.91497 -2.50395  4.22041 -0.05701  4.15361 -0.55484 -2.70667 -1.84957  4.49528  0.85225 -1.28902  4.02743  1.42248  -1.49930
55582.61982  -4.30903  0.49708 -45.74888  6.39759  0.16264  0.96812  0.70871  0.48814  3.02885  1.02203  2.18734  3.02809 -0.87723  0.58193  2.27204 -3.56034  3.48531  1.67915  1.35573 -1.90865  1.28405  0.83461   0.79809
55582.62519  -3.36620  0.47660 -41.69887  6.39525  0.16439  0.96948  0.71057  0.48995  1.10827  1.67590 -0.31760 -0.01894  2.20541 -0.80846  4.06359  3.47193 -0.70457 -0.69396  2.48586  0.29921 -0.86951  2.57059   2.00844
55582.62592  -5.19080  0.49714 -41.86716  6.39515  0.16368  0.96962  0.70874  0.49079  4.36136  3.81796  0.53139  2.84970  2.56461  0.59680  5.51023 -0.37405  2.78581  1.50722  1.59386  1.88877  1.11165  0.60335   3.92239
55582.62666  -6.87655  0.49018 -41.76966  6.39469  0.16425  0.96807  0.70927  0.48839  3.42234  3.39699  1.98072  2.72851  0.42841  2.83951  1.00904  6.61192  0.83999  2.93326 -2.39625  3.25991  1.40554  2.82638  -4.02535
55582.62738  -5.69977  0.47868 -44.34587  6.39507  0.16429  0.96797  0.70889  0.49073  5.42542  2.31538  4.42975  4.85909 -0.90510  1.99701  2.02218  2.18834  2.66753  4.71109 -0.40459 -1.00225  2.71811 -0.16620   2.81625
55582.62813  -5.96914  0.48513 -42.29796  6.39427  0.16298  0.96912  0.70813  0.48742  5.44107  3.47327  4.78165  2.78571  2.80864  0.71320  4.03781  8.70750 -0.91039  3.61440  2.25050 -0.37128  1.85223  2.13149   0.70015
55582.62886  -6.27995  0.50252 -43.01807  6.39582  0.16411  0.97018  0.70934  0.48678  1.59454  4.45148  4.04436  0.01688  1.14441  3.39024  1.45614  4.51943  2.58418 -1.08902  1.21973  1.01381  2.61434  1.94539  -0.85572
55582.62960  -5.19593  0.48347 -42.70615  6.39675  0.16418  0.96855  0.71060  0.48676  5.23824  3.65140  2.53715  3.81250  1.53324  2.68105  0.75476  2.36950  1.67400  4.20700 -0.34231  0.99330  2.31266  2.80383  -3.10854
55582.63031  -7.53136  0.50220 -46.04075  6.39654  0.16540  0.96788  0.70980  0.48782  5.22937  5.03182  3.44273  3.46038  1.74698  3.49100  2.02334  1.43529  1.73942  3.24807  0.47646  2.24167  2.41423  4.05856  -5.58020
55582.63107  -8.11500  0.50304 -41.84273  6.39722  0.16366  0.96759  0.70947  0.48803  6.18971  1.71890  3.58540  4.65977  1.28441  0.24559  2.45305  1.18978  3.55104  2.77506  2.77458 -0.17869 -0.25166  2.34045   0.44309
